komsat;jns_karantina;komoditas;satuan;harga
perabotan kayu/buah/butir/batang;T;PERABOTAN KAYU;buah/butir/batang;383.014
perabotan kayu/carton;T;PERABOTAN KAYU;carton;1
perabotan kayu/kemasan;T;PERABOTAN KAYU;kemasan;1
perabotan kayu/ton;T;PERABOTAN KAYU;ton;1
persimmon/kilogram;T;PERSIMMON;kilogram;109.271
persimmon/buah/butir/batang;T;PERSIMMON;buah/butir/batang;100.000
persimmon/carton;T;PERSIMMON;carton;1
persimmon/gram;T;PERSIMMON;gram;1
persimmon jepang/buah/butir/batang;T;PERSIMMON JEPANG;buah/butir/batang;64.000
petai/kilogram;T;PETAI;kilogram;50.088
petai/carton;T;PETAI;carton;1.215.648
petai/meter kubik;T;PETAI;meter kubik;5.000
petai/buah/butir/batang;T;PETAI;buah/butir/batang;1.000
physalis/kilogram;T;PHYSALIS;kilogram;1
pinang/kilogram;T;PINANG;kilogram;124.736
pinang/buah/butir/batang;T;PINANG;buah/butir/batang;15.509
pinang/kemasan;T;PINANG;kemasan;10.000
pinang/box;T;PINANG;box;1
pinang/ton;T;PINANG;ton;1
pinang biji/kilogram;T;PINANG BIJI;kilogram;25.000
pinang biji/ton;T;PINANG BIJI;ton;25.000.000
pinang biji/box;T;PINANG BIJI;box;75.833
pinang biji/buah/butir/batang;T;PINANG BIJI;buah/butir/batang;33.333
pinang biji/bag;T;PINANG BIJI;bag;88
pinang biji/gram;T;PINANG BIJI;gram;1
pinang biji/kemasan;T;PINANG BIJI;kemasan;1
pinang biji/kilogram;T;PINANG BIJI;kilogram per second;1
pinang biji/meter kubik;T;PINANG BIJI;meter kubik;1
pinang biji/tonne per cubic metre;T;PINANG BIJI;tonne per cubic metre;1
pinto beans/ton;T;PINTO BEANS;ton;1
pinto beans/kilogram;T;PINTO BEANS;kilogram;1
pistachio/kilogram;T;PISTACHIO;kilogram;164.697
pistachio/box;T;PISTACHIO;box;500.000
pistachio/buah/butir/batang;T;PISTACHIO;buah/butir/batang;8.500
pistachio/botol;T;PISTACHIO;botol;1
pistachio/carton;T;PISTACHIO;carton;1
pistachio/kemasan;T;PISTACHIO;kemasan;1
pistachio/ton;T;PISTACHIO;ton;1
platyphylla submersed/buah/butir/batang;T;PLATYPHYLLA SUBMERSED;buah/butir/batang;7.784
plumeria/buah/butir/batang;T;PLUMERIA;buah/butir/batang;91.351
pohon ketapang/kilogram;T;POHON KETAPANG;kilogram;895.290
pohon ketapang/meter kubik;T;POHON KETAPANG;meter kubik;21.965.256
pohon ketapang/buah/butir/batang;T;POHON KETAPANG;buah/butir/batang;10.000
pohon lontar/kilogram;T;POHON LONTAR;kilogram;1.777.940
pohon lontar/buah/butir/batang;T;POHON LONTAR;buah/butir/batang;75.000
pohon pinang merah/kilogram;T;Pohon Pinang merah;kilogram;609.756
pohon pinang merah/buah/butir/batang;T;Pohon Pinang merah;buah/butir/batang;2.500
polypodiaceae/buah/butir/batang;T;POLYPODIACEAE;buah/butir/batang;63.911
popcorn/kilogram;T;POPCORN;kilogram;20.715
popcorn/bag;T;POPCORN;bag;1
popcorn/kilogram;T;POPCORN;kilogram per second;1
popcorn/ton;T;POPCORN;ton;1
porang/kilogram;T;PORANG;kilogram;79.061
porang/gram;T;PORANG;gram;1
porang/ton;T;PORANG;ton;1
porang/kilogram;T;PORANG;Kilogram;1
produk pasta/kilogram;T;PRODUK PASTA;kilogram;6.075
produk pasta/botol;T;PRODUK PASTA;botol;26.000
produk pasta/gram;T;PRODUK PASTA;gram;1
protea/kilogram;T;PROTEA;kilogram;1
prunus/case;T;PRUNUS;case;1
prunus/ton;T;PRUNUS;ton;1
prunus/kilogram;T;PRUNUS;kilogram;1
pucuk merah/buah/butir/batang;T;Pucuk merah;buah/butir/batang;101.739
purun tikus/kilogram;T;PURUN TIKUS;kilogram;1
radish/buah/butir/batang;T;RADISH;buah/butir/batang;3.200
radish/kilogram;T;RADISH;kilogram;1
ragi/kilogram;T;RAGI;kilogram;217.224
ragi/kemasan;T;RAGI;kemasan;82.100
ragi/buah/butir/batang;T;RAGI;buah/butir/batang;42.820
ragi/bag;T;RAGI;bag;1
ragi/box;T;RAGI;box;1
ragi/carton;T;RAGI;carton;1
ragi/gram;T;RAGI;gram;1
ragi/kilogram;T;RAGI;kilogram per second;1
ragi/ton;T;RAGI;ton;1
ragi/vial;T;RAGI;vial;1
rambai/kilogram;T;RAMBAI;kilogram;1.002.000
rambai/buah/butir/batang;T;RAMBAI;buah/butir/batang;2.116
rami/meter kubik;T;RAMI;meter kubik;1.919.326
rami/kilogram;T;RAMI;kilogram;1
rape seed meal/kilogram;T;RAPE SEED MEAL;kilogram;1
rbd palm olein/kilogram;T;RBD PALM OLEIN;kilogram;14.866
rbd palm olein/ton;T;RBD PALM OLEIN;ton;1
rbd palm stearin/kilogram;T;RBD PALM STEARIN;kilogram;31.553
rbd palm stearin/ton;T;RBD PALM STEARIN;ton;1
red bacopa/buah/butir/batang;T;RED BACOPA;buah/butir/batang;3.001
refined interesterified hydrogenate/ton;T;REFINED INTERESTERIFIED HYDROGENATE;ton;1
refined interesterified shea olein/kilogram;T;REFINED INTERESTERIFIED SHEA OLEIN;kilogram;28.730
refined interesterified shea steari/kilogram;T;REFINED INTERESTERIFIED SHEA STEARI;kilogram;1
reineckii/buah/butir/batang;T;REINECKII;buah/butir/batang;12.176
rempah-rempah/kilogram;T;REMPAH-REMPAH;kilogram;5.064.560
rempah-rempah/carton;T;REMPAH-REMPAH;carton;244.000
rempah-rempah/botol;T;REMPAH-REMPAH;botol;1
rempah-rempah/gram;T;REMPAH-REMPAH;gram;1
rempah-rempah/kemasan;T;REMPAH-REMPAH;kemasan;1
rempah-rempah/ton;T;REMPAH-REMPAH;ton;1
rhapidophora/buah/butir/batang;T;RHAPIDOPHORA;buah/butir/batang;55.573
rhapidophora/gram;T;RHAPIDOPHORA;gram;1
ricca fluitans/buah/butir/batang;T;RICCA FLUITANS;buah/butir/batang;68.333
roble wood/buah/butir/batang;T;ROBLE WOOD;buah/butir/batang;1
rock melon/kilogram;T;ROCK MELON;kilogram;24.189
rosella/kilogram;T;ROSELLA;kilogram;468.464
rosella/gram;T;ROSELLA;gram;1
rosella/ton;T;ROSELLA;ton;1
rotala/buah/butir/batang;T;ROTALA;buah/butir/batang;5.149
rotan/kilogram;T;ROTAN;kilogram;197.771
rotan/meter kubik;T;ROTAN;meter kubik;1.500.000
rotan/meter persegi;T;ROTAN;meter persegi;100.000
rotan/buah/butir/batang;T;ROTAN;buah/butir/batang;66.851
rotan/kemasan;T;ROTAN;kemasan;1
rubus/buah/butir/batang;T;RUBUS;buah/butir/batang;40.000
rubus/ton;T;RUBUS;ton;1
rubus/kilogram;T;RUBUS;kilogram;1
rumput gajah/kilogram;T;RUMPUT GAJAH;kilogram;125.367
rumput gajah/buah/butir/batang;T;RUMPUT GAJAH;buah/butir/batang;500
rumput gajah/gram;T;RUMPUT GAJAH;gram;1
rumput gandum/kilogram;T;RUMPUT GANDUM;kilogram;126.081
rumput gandum/botol;T;RUMPUT GANDUM;botol;1
rumput gandum/gram;T;RUMPUT GANDUM;gram;1
rumput gandum/ton;T;RUMPUT GANDUM;ton;1
rumput laut/kilogram;T;Rumput Laut;kilogram;682.157
rumput laut/meter kubik;T;Rumput Laut;meter kubik;1.500.000
rumput laut/box;T;Rumput Laut;box;500.000
rumput laut/liter;T;Rumput Laut;liter;140.000
rumput laut/gram;T;Rumput Laut;gram;1
rumput laut/kilogram;T;Rumput Laut;kilogram per second;1
sabut sawit/kilogram;T;SABUT SAWIT;kilogram;10.000
sabut sawit/meter kubik;T;SABUT SAWIT;meter kubik;97.982
sabut sawit/box;T;SABUT SAWIT;box;1
sabut sawit/gram;T;SABUT SAWIT;gram;1
sabut sawit/kemasan;T;SABUT SAWIT;kemasan;1
sagittaria/buah/butir/batang;T;SAGITTARIA;buah/butir/batang;17.062
sagittaria/ekor;T;SAGITTARIA;ekor;1
sagittaria/kilogram;T;SAGITTARIA;kilogram;1
salix/buah/butir/batang;T;SALIX;buah/butir/batang;1
salvia/buah/butir/batang;T;SALVIA;buah/butir/batang;1
salvia/ton;T;SALVIA;ton;1
salvia/kilogram;T;SALVIA;kilogram;1
salvinia natans/buah/butir/batang;T;SALVINIA NATANS;buah/butir/batang;240
sambiloto/kilogram;T;SAMBILOTO;kilogram;68.797
sambiloto/gram;T;SAMBILOTO;gram;1
sansevieria/buah/butir/batang;T;SANSEVIERIA;buah/butir/batang;17.161
santan kelapa/kilogram;T;SANTAN KELAPA;kilogram;20.000
santan kelapa/box;T;SANTAN KELAPA;box;100.000
santan kelapa/gram;T;SANTAN KELAPA;gram;1
santan kelapa/liter;T;SANTAN KELAPA;liter;1
santan kelapa/ton;T;SANTAN KELAPA;ton;1
sapu lidi/kilogram;T;SAPU LIDI;kilogram;7.945
sapu lidi/meter kubik;T;SAPU LIDI;meter kubik;1.000.000
sapu lidi/carton;T;SAPU LIDI;carton;150.000
sapu lidi/bag;T;SAPU LIDI;bag;7.461
sapu lidi/buah/butir/batang;T;SAPU LIDI;buah/butir/batang;1
sapu lidi/kilogram;T;SAPU LIDI;kilogram per second;1
sapu lidi/ton;T;SAPU LIDI;ton;1
sarang semut/kilogram;T;SARANG SEMUT;kilogram;30.000
sarang semut/buah/butir/batang;T;SARANG SEMUT;buah/butir/batang;26.084
sarang semut/gram;T;SARANG SEMUT;gram;1
sarang semut/ton;T;SARANG SEMUT;ton;1
sarracenia/buah/butir/batang;T;SARRACENIA;buah/butir/batang;1
sawit (cangkang)/kilogram;T;Sawit (Cangkang);kilogram;2.100
sawit (cangkang)/ton;T;Sawit (Cangkang);ton;2.100.000
sawit (cangkang)/box;T;Sawit (Cangkang);box;1
sayur asem/kilogram;T;SAYUR ASEM;kilogram;5.067
sayur katuk/kilogram;T;SAYUR KATUK;kilogram;3.786
sayur lilin/buah/butir/batang;T;SAYUR LILIN;buah/butir/batang;3.200
sayuran asparagus/kilogram;T;SAYURAN ASPARAGUS;kilogram;4.383
sayuran asparagus/buah/butir/batang;T;SAYURAN ASPARAGUS;buah/butir/batang;2.910
sayuran bayam/kilogram;T;SAYURAN BAYAM;kilogram;5.280
sayuran bayam/carton;T;SAYURAN BAYAM;carton;1
sayuran bayam/kilogram;T;SAYURAN BAYAM;kilogram per second;1
sayuran bayam/ton;T;SAYURAN BAYAM;ton;1
sayuran bayam beku/kilogram;T;SAYURAN BAYAM BEKU;kilogram;2.921
sayuran beku/kilogram;T;SAYURAN BEKU;kilogram;114.419
sayuran beku/carton;T;SAYURAN BEKU;carton;1
sayuran beku/ton;T;SAYURAN BEKU;ton;1
sayuran brokoli/kilogram;T;SAYURAN BROKOLI;kilogram;33.449
sayuran brokoli/box;T;SAYURAN BROKOLI;box;1
sayuran brokoli/carton;T;SAYURAN BROKOLI;carton;1
sayuran brokoli/kilogram;T;SAYURAN BROKOLI;kilogram of phosphorus pentoxide (phosphoric anhydride);1
sayuran brokoli/kilogram;T;SAYURAN BROKOLI;kilogram per second;1
sayuran brokoli/ton;T;SAYURAN BROKOLI;ton;1
sayuran buncis/kilogram;T;SAYURAN BUNCIS;kilogram;5.009
sayuran buncis/buah/butir/batang;T;SAYURAN BUNCIS;buah/butir/batang;3.000
sayuran buncis/carton;T;SAYURAN BUNCIS;carton;1
sayuran buncis/ekor;T;SAYURAN BUNCIS;ekor;1
sayuran bunga kol/kilogram;T;SAYURAN BUNGA KOL;kilogram;5.559
sayuran bunga kol/box;T;SAYURAN BUNGA KOL;box;1
sayuran bunga kol/carton;T;SAYURAN BUNGA KOL;carton;1
sayuran bunga kol/kilogram;T;SAYURAN BUNGA KOL;kilogram per second;1
sayuran gambas/kilogram;T;SAYURAN GAMBAS;kilogram;14.175
sayuran gobo/carton;T;SAYURAN GOBO;carton;1
sayuran gobo/kilogram;T;SAYURAN GOBO;kilogram per second;1
sayuran gobo/kilogram;T;SAYURAN GOBO;kilogram;1
sayuran kangkung/kilogram;T;SAYURAN KANGKUNG;kilogram;27.003
sayuran kangkung/buah/butir/batang;T;SAYURAN KANGKUNG;buah/butir/batang;8.775
sayuran kangkung/gram;T;SAYURAN KANGKUNG;gram;1
sayuran kapri/kilogram;T;SAYURAN KAPRI;kilogram;5.524
sayuran kapri/box;T;SAYURAN KAPRI;box;1
sayuran kapri/carton;T;SAYURAN KAPRI;carton;1
sayuran kentang/kilogram;T;SAYURAN KENTANG;kilogram;5.847
sayuran kubis/kilogram;T;SAYURAN KUBIS;kilogram;5.102
sayuran kubis/carton;T;SAYURAN KUBIS;carton;10.200
sayuran kubis/box;T;SAYURAN KUBIS;box;10.654
sayuran kubis/ton;T;SAYURAN KUBIS;ton;1
sayuran labu/kilogram;T;SAYURAN LABU;kilogram;50.282
sayuran lobak/kilogram;T;SAYURAN LOBAK;kilogram;9.114
sayuran pare/kilogram;T;SAYURAN PARE;kilogram;3.346
sayuran pare/ekor;T;SAYURAN PARE;ekor;1
sayuran petsai/kilogram;T;SAYURAN PETSAI;kilogram;1.500
sayuran sawi/kilogram;T;SAYURAN SAWI;kilogram;18.688
sayuran sawi/ton;T;SAYURAN SAWI;ton;200.000
sayuran segar/kilogram;T;SAYURAN SEGAR;kilogram;50.000
sayuran segar/buah/butir/batang;T;SAYURAN SEGAR;buah/butir/batang;11.667
sayuran segar/carton;T;SAYURAN SEGAR;carton;5.400
sayuran segar/kilogram;T;SAYURAN SEGAR;kilogram of phosphorus pentoxide (phosphoric anhydride);5.400
sayuran segar/kilogram;T;SAYURAN SEGAR;kilogram per second;5.400
sayuran terung/kilogram;T;SAYURAN TERUNG;kilogram;14.447
sayuran terung/gram;T;SAYURAN TERUNG;gram;1.000
sayuran wortel/kilogram;T;SAYURAN WORTEL;kilogram;22.049
sayuran wortel/kilogram;T;SAYURAN WORTEL;kilogram per second;5.000
sayuran wortel/ton;T;SAYURAN WORTEL;ton;50.000
schismatoglottis/buah/butir/batang;T;SCHISMATOGLOTTIS;buah/butir/batang;29.040
sea grass/meter kubik;T;SEA GRASS;meter kubik;4.056.671
sekam kopi/selaput kopi/kilogram;T;SEKAM KOPI/SELAPUT KOPI;kilogram;79.551
sekam kopi/selaput kopi/gram;T;SEKAM KOPI/SELAPUT KOPI;gram;1
selada/kilogram;T;SELADA;kilogram;15.000
selada/peti kemas;T;SELADA;peti kemas;22.222
selada/kilogram;T;SELADA;kilogram per second;15.000
selada air/kilogram;T;SELADA AIR;kilogram;63.731
selderi kering/kilogram;T;SELDERI KERING;kilogram;5.000
seledri segar/kilogram;T;SELEDRI SEGAR;kilogram;20.765
seledri segar/buah/butir/batang;T;SELEDRI SEGAR;buah/butir/batang;10.000
seledri segar/carton;T;SELEDRI SEGAR;carton;1
sembako/kilogram;T;SEMBAKO;kilogram;104.000
serai/kilogram;T;SERAI;kilogram;20.165
serai/carton;T;SERAI;carton;150.000
serai/buah/butir/batang;T;SERAI;buah/butir/batang;2.819
serai/box;T;SERAI;box;50.000
serai/gram;T;SERAI;gram;500
serat abaka/kilogram;T;SERAT ABAKA;kilogram;28.370
serat abaka/meter kubik;T;SERAT ABAKA;meter kubik;3.801.492
serat abaka/bag;T;SERAT ABAKA;bag;30.000
serat abaka/kemasan;T;SERAT ABAKA;kemasan;1
serat abaka/ton;T;SERAT ABAKA;ton;1.500.000
serat pisang/kilogram;T;SERAT PISANG;kilogram;528.959
serat pisang/meter kubik;T;SERAT PISANG;meter kubik;3.946.017
serat pisang/kemasan;T;SERAT PISANG;kemasan;333.587
serat pisang/lembar;T;SERAT PISANG;lembar;15.000
serbuk daun asitaba/kilogram;T;SERBUK DAUN ASITABA;kilogram;8.466
serbuk daun cengkeh/kilogram;T;SERBUK DAUN CENGKEH;kilogram;60.768
serbuk kayu/kilogram;T;SERBUK KAYU;kilogram;596.595
serbuk kayu/meter kubik;T;SERBUK KAYU;meter kubik;2.000.000
serbuk kayu/buah/butir/batang;T;SERBUK KAYU;buah/butir/batang;1
serbuk kayu/gram;T;SERBUK KAYU;gram;2.000
serbuk kayu/kemasan;T;SERBUK KAYU;kemasan;5.000
serbuk kayu/kilogram;T;SERBUK KAYU;kilogram per second;10.000
serbuk kayu/ton;T;SERBUK KAYU;ton;999.999
sereh wangi/kilogram;T;SEREH WANGI;kilogram;67.625
sereh wangi/liter;T;SEREH WANGI;liter;225.000
sereh wangi/buah/butir/batang;T;SEREH WANGI;buah/butir/batang;77.329
sereh wangi/gram;T;SEREH WANGI;gram;2.250
singkong iris beku/kilogram;T;SINGKONG IRIS BEKU;kilogram;43.770
singkong iris beku/carton;T;SINGKONG IRIS BEKU;carton;240.000
singkong iris beku/gram;T;SINGKONG IRIS BEKU;gram;1.300
sirih/kilogram;T;SIRIH;kilogram;73.645
sirih/botol;T;SIRIH;botol;80.000
sirih/buah/butir/batang;T;SIRIH;buah/butir/batang;23.738
sirop fruktosa/kilogram;T;Sirop Fruktosa;kilogram;10.498
sirup glukosa/kilogram;T;Sirup Glukosa;kilogram;13.711
sisal/meter kubik;T;SISAL;meter kubik;2.400.000
sisal/bale;T;SISAL;bale;1
sisal/kilogram;T;SISAL;kilogram;15.000
sonerilla/buah/butir/batang;T;SONERILLA;buah/butir/batang;21.524
sonerilla/kemasan;T;SONERILLA;kemasan;15.000
sorghum/kilogram;T;SORGHUM;kilogram;51.879
sorghum/ton;T;SORGHUM;ton;230.109
spartterdock/buah/butir/batang;T;SPARTTERDOCK;buah/butir/batang;3.920
spatyphyllum/buah/butir/batang;T;SPATYPHYLLUM;buah/butir/batang;37.985
special blue stricta/buah/butir/batang;T;SPECIAL BLUE STRICTA;buah/butir/batang;8.618
special blue stricta/kilogram;T;SPECIAL BLUE STRICTA;kilogram;50.000
spent bleaching earth (sbe)/kilogram;T;Spent Bleaching Earth (SBE);kilogram;519
spent bleaching earth (sbe)/ton;T;Spent Bleaching Earth (SBE);ton;10.000
spring onions/kilogram;T;SPRING ONIONS;kilogram;80.000
srigading/kilogram;T;SRIGADING;kilogram;80.000
srigading/buah/butir/batang;T;SRIGADING;buah/butir/batang;50.000
srikaya/kilogram;T;SRIKAYA;kilogram;45.000
srikaya/buah/butir/batang;T;SRIKAYA;buah/butir/batang;15.000
srikaya/gram;T;SRIKAYA;gram;60
stevia rebaudiana/kilogram;T;Stevia Rebaudiana;kilogram;200.000
straw/kilogram;T;STRAW;kilogram;15.000
suplemen polyfat/kilogram;T;SUPLEMEN POLYFAT;kilogram;12.000
syngonium albolineatum/buah/butir/batang;T;SYNGONIUM ALBOLINEATUM;buah/butir/batang;40.000
talas/kilogram;T;TALAS;kilogram;30.000
talas/buah/butir/batang;T;TALAS;buah/butir/batang;22.000
talas/box;T;TALAS;box;1
talas/gram;T;TALAS;gram;45
talas beneng/kilogram;T;Talas Beneng;kilogram;45.000
talas beneng/gram;T;Talas Beneng;gram;40
tanaman aquarium/kilogram;T;TANAMAN AQUARIUM;kilogram;40.000
tanaman aquarium/buah/butir/batang;T;TANAMAN AQUARIUM;buah/butir/batang;5.000
tanaman aquarium/kemasan;T;TANAMAN AQUARIUM;kemasan;40.000
tanaman ekor naga/box;T;Tanaman Ekor Naga;box;100.000
tanaman ekor naga/buah/butir/batang;T;Tanaman Ekor Naga;buah/butir/batang;60.000
tanaman hoya/box;T;Tanaman Hoya;box;100.000
tanaman hoya/buah/butir/batang;T;Tanaman Hoya;buah/butir/batang;70.000
tanaman kering/kilogram;T;TANAMAN KERING;kilogram;150.000
tanaman kering/buah/butir/batang;T;TANAMAN KERING;buah/butir/batang;5.000
tanaman kering/kemasan;T;TANAMAN KERING;kemasan;4
tanaman kering/bag;T;TANAMAN KERING;bag;1
tanaman pelindung/buah/butir/batang;T;TANAMAN PELINDUNG;buah/butir/batang;5.000.000
tanaman penutup tanah/kilogram;T;TANAMAN PENUTUP TANAH;kilogram;57.168
tanaman penutup tanah/kilogram;T;TANAMAN PENUTUP TANAH;kilogram per second;57.168
tanaman putih/buah/butir/batang;T;TANAMAN PUTIH;buah/butir/batang;3.203
tanaman sikas (hias)/buah/butir/batang;T;TANAMAN SIKAS (HIAS);buah/butir/batang;22.453
tanaman sikas (hias)/kilogram;T;TANAMAN SIKAS (HIAS);kilogram;30.000
tangerin/kilogram;T;TANGERIN;kilogram;70.319
tangerin/buah/butir/batang;T;TANGERIN;buah/butir/batang;700
tape ubi beku/kilogram;T;TAPE UBI BEKU;kilogram;30.534
tapioka/kilogram;T;TAPIOKA;kilogram;30.568
tapioka/bag;T;TAPIOKA;bag;200.000
tapioka/carton;T;TAPIOKA;carton;30.000
tapioka/ton;T;TAPIOKA;ton;999.999
tapioka/kilogram;T;TAPIOKA;Kilogram;15.000
tarragon/kilogram;T;TARRAGON;kilogram;15.000
tarum/nila/kilogram;T;Tarum/Nila;kilogram;76.459
tarum/nila/gram;T;Tarum/Nila;gram;1.000
tebu/kilogram;T;TEBU;kilogram;22.711
tebu/buah/butir/batang;T;TEBU;buah/butir/batang;2.000
tebu/gram;T;TEBU;gram;3.000
teh/kilogram;T;TEH;kilogram;40.000
teh/ton;T;TEH;ton;25.000.000
teh/meter kubik;T;TEH;meter kubik;22.198.887
teh/box;T;TEH;box;100.000
teh/peti kemas;T;TEH;peti kemas;60.000
teh/gram;T;TEH;gram;20.000
teh/bag;T;TEH;bag;20.000
teh/buah/butir/batang;T;TEH;buah/butir/batang;1
teh/carton;T;TEH;carton;20.000
teh/case;T;TEH;case;5.000
teh/each;T;TEH;each;1.400
teh/kemasan;T;TEH;kemasan;400
teh/kilogram;T;TEH;kilogram per second;3.000
tembakau daun/kilogram;T;TEMBAKAU DAUN;kilogram;30.000
tembakau daun/box;T;TEMBAKAU DAUN;box;60.000
tembakau daun/kemasan;T;TEMBAKAU DAUN;kemasan;97.845
tembakau daun/bale;T;TEMBAKAU DAUN;bale;30.000
tembakau daun/carton;T;TEMBAKAU DAUN;carton;35.000
tembakau daun/gram;T;TEMBAKAU DAUN;gram;5.000
tembakau daun/milligram;T;TEMBAKAU DAUN;milligram;2.000
tembakau daun/ton;T;TEMBAKAU DAUN;ton;40.000
tembakau kering/kilogram;T;TEMBAKAU KERING;kilogram;873.911
tembakau kering/meter kubik;T;TEMBAKAU KERING;meter kubik;63.745.020
tembakau kering/box;T;TEMBAKAU KERING;box;3.830.643
tembakau kering/bag;T;TEMBAKAU KERING;bag;8.315
tembakau kering/carton;T;TEMBAKAU KERING;carton;10
tembakau kering/botol;T;TEMBAKAU KERING;botol;1
tembakau kering/buah/butir/batang;T;TEMBAKAU KERING;buah/butir/batang;500
tembakau kering/case;T;TEMBAKAU KERING;case;1
tembakau kering/gram;T;TEMBAKAU KERING;gram;650
tembakau kering/kemasan;T;TEMBAKAU KERING;kemasan;11.000
tembakau kering/kilogram;T;TEMBAKAU KERING;kilogram of phosphorus pentoxide (phosphoric anhydride);1
tembakau kering/kilogram;T;TEMBAKAU KERING;kilogram per second;1
tembakau kering/liter;T;TEMBAKAU KERING;liter;1
tembakau kering/stick, cigarette;T;TEMBAKAU KERING;stick, cigarette;1
tembakau kering/ton;T;TEMBAKAU KERING;ton;600.000
temu kunci beku/kilogram;T;TEMU KUNCI BEKU;kilogram;50.000
temu kunci beku/gram;T;TEMU KUNCI BEKU;gram;500
temulawak/kilogram;T;TEMULAWAK;kilogram;71.615
temulawak/carton;T;TEMULAWAK;carton;139.000
temulawak/buah/butir/batang;T;TEMULAWAK;buah/butir/batang;10.000
temulawak/gram;T;TEMULAWAK;gram;1.000
tengkawang/kilogram;T;TENGKAWANG;kilogram;101.000
tengkawang/buah/butir/batang;T;TENGKAWANG;buah/butir/batang;3.750
tepung agar/kilogram;T;TEPUNG AGAR;kilogram;141.259
tepung agar/gram;T;TEPUNG AGAR;gram;1.141
tepung bahan baku obat nyamuk/kilogram;T;TEPUNG BAHAN BAKU OBAT NYAMUK;kilogram;115.000
tepung batok/kilogram;T;TEPUNG BATOK;kilogram;110.000
tepung beras/kilogram;T;TEPUNG BERAS;kilogram;38.709
tepung gandum/kilogram;T;TEPUNG GANDUM;kilogram;15.000
tepung gandum/bag;T;TEPUNG GANDUM;bag;12.000
tepung gandum/decitonne;T;TEPUNG GANDUM;decitonne;1
tepung gandum/kemasan;T;TEPUNG GANDUM;kemasan;12.000
tepung gandum/ton;T;TEPUNG GANDUM;ton;112.000
tepung industri/kilogram;T;TEPUNG INDUSTRI;kilogram;10.000
tepung industri/bag;T;TEPUNG INDUSTRI;bag;12.000
tepung industri/meter kubik;T;TEPUNG INDUSTRI;meter kubik;1
tepung industri/peti kemas;T;TEPUNG INDUSTRI;peti kemas;1
tepung industri/ton;T;TEPUNG INDUSTRI;ton;110.000
tepung jagung/kilogram;T;TEPUNG JAGUNG;kilogram;12.000
tepung jagung/bag;T;TEPUNG JAGUNG;bag;10.000
tepung jagung/gram;T;TEPUNG JAGUNG;gram;1.100
tepung jagung/kilogram;T;TEPUNG JAGUNG;kilogram per second;1
tepung jagung/kilogram;T;TEPUNG JAGUNG;net kilogram;1
tepung jagung/ton;T;TEPUNG JAGUNG;ton;110.000
tepung kanola/kilogram;T;TEPUNG KANOLA;kilogram;10.000
tepung kelapa/kilogram;T;TEPUNG KELAPA;kilogram;10.000
tepung kelapa/bag;T;TEPUNG KELAPA;bag;40.000
tepung kelapa/gram;T;TEPUNG KELAPA;gram;400
tepung kelapa/ton;T;TEPUNG KELAPA;ton;110.000
tepung kentang/kilogram;T;TEPUNG KENTANG;kilogram;47.782
tepung kentang/bag;T;TEPUNG KENTANG;bag;12.000
tepung kentang/box;T;TEPUNG KENTANG;box;1
tepung kentang/carton;T;TEPUNG KENTANG;carton;70.000
tepung kentang/gram;T;TEPUNG KENTANG;gram;700
tepung kentang/ton;T;TEPUNG KENTANG;ton;120.000
tepung kentang/kilogram;T;TEPUNG KENTANG;Kilogram;11.200
tepung lembaga gandum/gram;T;TEPUNG LEMBAGA GANDUM;gram;1.300
tepung lembaga gandum/kilogram;T;TEPUNG LEMBAGA GANDUM;kilogram;13.000
tepung onggok/kilogram;T;TEPUNG ONGGOK;kilogram;16.381
tepung pati jagung/kilogram;T;TEPUNG PATI JAGUNG;kilogram;10.136
tepung pati jagung/gram;T;TEPUNG PATI JAGUNG;gram;100
tepung pati jagung/ton;T;TEPUNG PATI JAGUNG;ton;80.000
tepung sabut kelapa/kilogram;T;TEPUNG SABUT KELAPA;kilogram;7.142
tepung sabut kelapa/meter kubik;T;TEPUNG SABUT KELAPA;meter kubik;999.999
tepung sabut kelapa/gram;T;TEPUNG SABUT KELAPA;gram;900
tepung sagu/kilogram;T;TEPUNG SAGU;kilogram;12.000
tepung sagu/box;T;TEPUNG SAGU;box;10.000
tepung sagu/bag;T;TEPUNG SAGU;bag;3.000
tepung sagu/ton;T;TEPUNG SAGU;ton;120.000
tepung tapioka/kilogram;T;TEPUNG TAPIOKA;kilogram;12.000
tepung tapioka/bag;T;TEPUNG TAPIOKA;bag;11.200
tepung tapioka/kemasan;T;TEPUNG TAPIOKA;kemasan;11.200
tepung tapioka/ton;T;TEPUNG TAPIOKA;ton;90.000
tepung terigu/kilogram;T;TEPUNG TERIGU;kilogram;26.926
tepung terigu/bag;T;TEPUNG TERIGU;bag;11.200
tepung terigu/mat;T;TEPUNG TERIGU;mat;1
tepung terigu/ton;T;TEPUNG TERIGU;ton;80.000
tepung ubi jalar/kilogram;T;TEPUNG UBI JALAR;kilogram;18.991
